"contID","ko","contig","rank","taxid","score"
"ko\:K00001\:contig00064","K00001","contig00064","c","28216",40
"ko\:K00001\:contig00064","K00001","contig00064","o","80840",40
"ko\:K00001\:contig00064","K00001","contig00064","f","80864",28
"ko\:K00001\:contig00064","K00001","contig00064","g","80865",20
"ko\:K00001\:contig00064","K00001","contig00064","s","80866",12
"ko\:K00001\:contig00065","K00001","contig00065","k","2",100
"ko\:K00001\:contig00065","K00001","contig00065","p","1224",100
"ko\:K00001\:contig00065","K00001","contig00065","c","1236",64
"ko\:K00001\:contig00065","K00001","contig00065","o","135619",32
"ko\:K00001\:contig00065","K00001","contig00065","f","28256",32
"ko\:K00001\:contig00065","K00001","contig00065","g","2745",32
"ko\:K00001\:contig00065","K00001","contig00065","s","223527",4
"ko\:K00001\:contig00066","K00001","contig00066","k","2",100
"ko\:K00001\:contig00066","K00001","contig00066","p","1224",100
"ko\:K00001\:contig00066","K00001","contig00066","c","28211",100
"ko\:K00001\:contig00066","K00001","contig00066","o","356",100
"ko\:K00001\:contig00066","K00001","contig00066","f","41294",100
"ko\:K00001\:contig00066","K00001","contig00066","g","1073",100
"ko\:K00001\:contig00066","K00001","contig00066","s","1076",100
"ko\:K00001\:contig00067","K00001","contig00067","k","2",100
"ko\:K00001\:contig00067","K00001","contig00067","p","1224",100
"ko\:K00001\:contig00067","K00001","contig00067","c","28211",100
"ko\:K00001\:contig00067","K00001","contig00067","s","1333998",33
"ko\:K00001\:contig00068","K00001","contig00068","k","2",96
"ko\:K00001\:contig00068","K00001","contig00068","p","1224",92
"ko\:K00001\:contig00068","K00001","contig00068","c","28216",92
"ko\:K00001\:contig00068","K00001","contig00068","o","80840",92
"ko\:K00001\:contig00068","K00001","contig00068","f","80864",68
"ko\:K00001\:contig00068","K00001","contig00068","g","80865",32
"ko\:K00001\:contig00068","K00001","contig00068","s","80866",16
"ko\:K00001\:contig00069","K00001","contig00069","k","2",100
"ko\:K00001\:contig00069","K00001","contig00069","p","1224",100
"ko\:K00001\:contig00069","K00001","contig00069","c","28211",100
"ko\:K00001\:contig00069","K00001","contig00069","o","356",95
"ko\:K00001\:contig00069","K00001","contig00069","f","41294",95
"ko\:K00001\:contig00069","K00001","contig00069","g","1073",45
"ko\:K00001\:contig00069","K00001","contig00069","s","1076",40
"ko\:K00001\:contig00070","K00001","contig00070","k","2",100
"ko\:K00001\:contig00070","K00001","contig00070","p","1224",100
"ko\:K00001\:contig00070","K00001","contig00070","c","1236",60
"ko\:K00001\:contig00070","K00001","contig00070","o","72274",50
"ko\:K00001\:contig00070","K00001","contig00070","f","468",50
"ko\:K00001\:contig00070","K00001","contig00070","g","469",40
"ko\:K00001\:contig00070","K00001","contig00070","s","108980",30
"ko\:K00001\:contig00071","K00001","contig00071","k","2",100
"ko\:K00001\:contig00071","K00001","contig00071","p","200795",100
"ko\:K00001\:contig00071","K00001","contig00071","c","32061",100
"ko\:K00001\:contig00071","K00001","contig00071","o","32064",100
"ko\:K00001\:contig00071","K00001","contig00071","f","1106",25
"ko\:K00001\:contig00071","K00001","contig00071","g","1107",25
"ko\:K00001\:contig00071","K00001","contig00071","s","152260",25
"ko\:K00001\:contig00072","K00001","contig00072","k","2",100
"ko\:K00001\:contig00072","K00001","contig00072","p","1224",84
"ko\:K00001\:contig00072","K00001","contig00072","c","28211",56
"ko\:K00001\:contig00072","K00001","contig00072","o","356",28
"ko\:K00001\:contig00072","K00001","contig00072","f","82115",24
"ko\:K00001\:contig00072","K00001","contig00072","g","379",12
"ko\:K00001\:contig00072","K00001","contig00072","s","136996",4
"ko\:K00001\:contig00073","K00001","contig00073","k","2",100
"ko\:K00001\:contig00073","K00001","contig00073","p","201174",100
"ko\:K00001\:contig00073","K00001","contig00073","c","1760",100
"ko\:K00001\:contig00073","K00001","contig00073","o","2037",33
"ko\:K00001\:contig00073","K00001","contig00073","f","1762",33
"ko\:K00001\:contig00073","K00001","contig00073","g","1763",33
"ko\:K00001\:contig00073","K00001","contig00073","s","164757",17
"ko\:K00001\:contig00074","K00001","contig00074","k","2",96
"ko\:K00001\:contig00074","K00001","contig00074","p","201174",60
"ko\:K00001\:contig00074","K00001","contig00074","c","1760",60
"ko\:K00001\:contig00074","K00001","contig00074","o","2037",56
"ko\:K00001\:contig00074","K00001","contig00074","f","2070",36
"ko\:K00001\:contig00074","K00001","contig00074","g","43356",8
"ko\:K00001\:contig00074","K00001","contig00074","s","43357",4
"ko\:K00001\:contig00075","K00001","contig00075","k","2",100
"ko\:K00001\:contig00075","K00001","contig00075","p","1224",100
"ko\:K00001\:contig00075","K00001","contig00075","c","28211",72
"ko\:K00001\:contig00075","K00001","contig00075","o","356",72
"ko\:K00001\:contig00075","K00001","contig00075","f","69277",52
"ko\:K00001\:contig00075","K00001","contig00075","g","68287",40
"ko\:K00001\:contig00075","K00001","contig00075","s","39645",8
"ko\:K00001\:contig00076","K00001","contig00076","k","2",100
"ko\:K00001\:contig00076","K00001","contig00076","p","1224",100
"ko\:K00001\:contig00076","K00001","contig00076","c","28216",57
"ko\:K00001\:contig00076","K00001","contig00076","o","119069",21
"ko\:K00001\:contig00076","K00001","contig00076","f","206349",21
"ko\:K00001\:contig00076","K00001","contig00076","g","919",21
"ko\:K00001\:contig00076","K00001","contig00076","s","36861",14
"ko\:K00001\:contig00077","K00001","contig00077","k","2",96
"ko\:K00001\:contig00077","K00001","contig00077","p","201174",60
"ko\:K00001\:contig00077","K00001","contig00077","c","1760",60
"ko\:K00001\:contig00077","K00001","contig00077","o","2037",60
"ko\:K00001\:contig00077","K00001","contig00077","f","2012",20
"ko\:K00001\:contig00077","K00001","contig00077","g","1988",16
"ko\:K00001\:contig00077","K00001","contig00077","s","1990",4
"ko\:K00001\:contig00078","K00001","contig00078","k","2",100
"ko\:K00001\:contig00078","K00001","contig00078","p","1224",84
"ko\:K00001\:contig00078","K00001","contig00078","c","28216",44
"ko\:K00001\:contig00078","K00001","contig00078","o","80840",44
"ko\:K00001\:contig00078","K00001","contig00078","f","75682",24
"ko\:K00001\:contig00078","K00001","contig00078","g","963",24
"ko\:K00001\:contig00078","K00001","contig00078","s","92645",4
"ko\:K00001\:contig00079","K00001","contig00079","k","2",100
"ko\:K00001\:contig00079","K00001","contig00079","p","1224",100
"ko\:K00001\:contig00079","K00001","contig00079","c","28211",100
"ko\:K00001\:contig00079","K00001","contig00079","o","356",100
"ko\:K00001\:contig00079","K00001","contig00079","f","41294",100
"ko\:K00001\:contig00079","K00001","contig00079","g","1073",100
"ko\:K00001\:contig00079","K00001","contig00079","s","1076",100
"ko\:K00001\:contig00080","K00001","contig00080","k","2",100
"ko\:K00001\:contig00080","K00001","contig00080","p","1224",100
"ko\:K00001\:contig00080","K00001","contig00080","c","28216",52
"ko\:K00001\:contig00080","K00001","contig00080","o","80840",52
"ko\:K00001\:contig00080","K00001","contig00080","f","506",44
"ko\:K00001\:contig00080","K00001","contig00080","g","517",32
"ko\:K00001\:contig00080","K00001","contig00080","s","518",16
"ko\:K00001\:contig00081","K00001","contig00081","k","2",100
"ko\:K00001\:contig00081","K00001","contig00081","p","201174",92
"ko\:K00001\:contig00081","K00001","contig00081","c","1760",92
"ko\:K00001\:contig00081","K00001","contig00081","o","2037",92
"ko\:K00001\:contig00081","K00001","contig00081","f","85021",12
"ko\:K00001\:contig00081","K00001","contig00081","g","53357",4
"ko\:K00001\:contig00081","K00001","contig00081","s","412687",4
"ko\:K00001\:contig00082","K00001","contig00082","k","2",100
"ko\:K00001\:contig00082","K00001","contig00082","p","1224",100
"ko\:K00001\:contig00082","K00001","contig00082","c","28211",60
"ko\:K00001\:contig00082","K00001","contig00082","o","356",60
"ko\:K00001\:contig00082","K00001","contig00082","f","41294",60
"ko\:K00001\:contig00082","K00001","contig00082","g","1073",60
"ko\:K00001\:contig00082","K00001","contig00082","s","1076",40
"ko\:K00001\:contig00083","K00001","contig00083","k","2",100
"ko\:K00001\:contig00083","K00001","contig00083","p","1224",68
"ko\:K00001\:contig00083","K00001","contig00083","c","28211",48
"ko\:K00001\:contig00083","K00001","contig00083","o","356",20
"ko\:K00001\:contig00083","K00001","contig00083","f","82115",20
"ko\:K00001\:contig00083","K00001","contig00083","g","357",12
"ko\:K00001\:contig00083","K00001","contig00083","s","1183400",8
"ko\:K00001\:contig00083","K00001","contig00083","s","1176649",4
"ko\:K00001\:contig00084","K00001","contig00084","k","2",100
"ko\:K00001\:contig00084","K00001","contig00084","p","1239",100
"ko\:K00001\:contig00084","K00001","contig00084","c","91061",100
"ko\:K00001\:contig00084","K00001","contig00084","o","186826",100
"ko\:K00001\:contig00084","K00001","contig00084","f","1300",92
"ko\:K00001\:contig00084","K00001","contig00084","g","1301",92
"ko\:K00001\:contig00084","K00001","contig00084","s","1313",56
"ko\:K00001\:contig00085","K00001","contig00085","k","2",96
"ko\:K00001\:contig00085","K00001","contig00085","p","1224",80
"ko\:K00001\:contig00085","K00001","contig00085","c","28211",44
"ko\:K00001\:contig00085","K00001","contig00085","o","356",20
"ko\:K00001\:contig00085","K00001","contig00085","f","82115",20
"ko\:K00001\:contig00085","K00001","contig00085","g","379",12
"ko\:K00001\:contig00085","K00001","contig00085","s","136996",4
"ko\:K00001\:contig00086","K00001","contig00086","k","2",100
"ko\:K00001\:contig00086","K00001","contig00086","p","1224",100
"ko\:K00001\:contig00086","K00001","contig00086","c","1236",72
"ko\:K00001\:contig00086","K00001","contig00086","o","72274",40
"ko\:K00001\:contig00086","K00001","contig00086","f","135621",40
"ko\:K00001\:contig00086","K00001","contig00086","g","286",40
"ko\:K00001\:contig00086","K00001","contig00086","s","136843",4
"ko\:K00001\:contig00086","K00001","contig00086","s","294",4
"ko\:K00001\:contig00087","K00001","contig00087","k","2",100
"ko\:K00001\:contig00087","K00001","contig00087","p","1224",100
"ko\:K00001\:contig00087","K00001","contig00087","c","28211",92
"ko\:K00001\:contig00087","K00001","contig00087","o","356",92
"ko\:K00001\:contig00087","K00001","contig00087","f","41294",92
"ko\:K00001\:contig00087","K00001","contig00087","g","374",92
"ko\:K00001\:contig00087","K00001","contig00087","s","375",24
"ko\:K00001\:contig00088","K00001","contig00088","k","2",100
"ko\:K00001\:contig00088","K00001","contig00088","p","201174",100
"ko\:K00001\:contig00088","K00001","contig00088","c","1760",100
"ko\:K00001\:contig00088","K00001","contig00088","o","2037",100
"ko\:K00001\:contig00088","K00001","contig00088","f","1762",100
"ko\:K00001\:contig00088","K00001","contig00088","g","1763",100
"ko\:K00001\:contig00088","K00001","contig00088","s","77643",88
"ko\:K00001\:contig00088","K00001","contig00088","s","1773",60
"ko\:K00001\:contig00089","K00001","contig00089","k","2",100
"ko\:K00001\:contig00089","K00001","contig00089","p","1224",80
"ko\:K00001\:contig00089","K00001","contig00089","c","28211",80
"ko\:K00001\:contig00089","K00001","contig00089","s","1333998",20
"ko\:K00001\:contig00090","K00001","contig00090","k","2",92
"ko\:K00001\:contig00090","K00001","contig00090","p","1239",54
"ko\:K00001\:contig00090","K00001","contig00090","c","91061",54
"ko\:K00001\:contig00090","K00001","contig00090","o","1385",54
"ko\:K00001\:contig00090","K00001","contig00090","f","186823",31
"ko\:K00001\:contig00090","K00001","contig00090","g","29330",31
"ko\:K00001\:contig00090","K00001","contig00090","s","405212",23
"ko\:K00001\:contig00091","K00001","contig00091","k","2",96
"ko\:K00001\:contig00091","K00001","contig00091","p","1224",80
"ko\:K00001\:contig00091","K00001","contig00091","c","28211",76
"ko\:K00001\:contig00091","K00001","contig00091","o","356",48
"ko\:K00001\:contig00091","K00001","contig00091","f","82115",20
"ko\:K00001\:contig00091","K00001","contig00091","g","357",12
"ko\:K00001\:contig00091","K00001","contig00091","s","1183400",8
"ko\:K00001\:contig00091","K00001","contig00091","s","1176649",4
"ko\:K00001\:contig00092","K00001","contig00092","k","2",100
"ko\:K00001\:contig00092","K00001","contig00092","p","1224",100
"ko\:K00001\:contig00092","K00001","contig00092","c","28211",100
"ko\:K00001\:contig00092","K00001","contig00092","o","356",100
"ko\:K00001\:contig00092","K00001","contig00092","f","69277",80
"ko\:K00001\:contig00092","K00001","contig00092","g","68287",76
"ko\:K00001\:contig00092","K00001","contig00092","s","381",12
"ko\:K00001\:contig00093","K00001","contig00093","k","2",100
"ko\:K00001\:contig00093","K00001","contig00093","p","1224",100
"ko\:K00001\:contig00093","K00001","contig00093","c","28216",80
"ko\:K00001\:contig00093","K00001","contig00093","o","80840",52
"ko\:K00001\:contig00093","K00001","contig00093","f","119060",40
"ko\:K00001\:contig00093","K00001","contig00093","g","32008",40
"ko\:K00001\:contig00093","K00001","contig00093","s","87882",36
"ko\:K00001\:contig00093","K00001","contig00093","s","152480",16
"ko\:K00001\:contig00094","K00001","contig00094","k","2",100
"ko\:K00001\:contig00094","K00001","contig00094","p","1224",84
"ko\:K00001\:contig00094","K00001","contig00094","c","28211",48
"ko\:K00001\:contig00094","K00001","contig00094","o","356",24
"ko\:K00001\:contig00094","K00001","contig00094","f","82115",20
"ko\:K00001\:contig00094","K00001","contig00094","g","379",12
"ko\:K00001\:contig00094","K00001","contig00094","s","136996",4
"ko\:K00001\:contig00095","K00001","contig00095","k","2",100
"ko\:K00001\:contig00095","K00001","contig00095","p","1224",84
"ko\:K00001\:contig00095","K00001","contig00095","c","28211",52
"ko\:K00001\:contig00095","K00001","contig00095","o","356",28
"ko\:K00001\:contig00095","K00001","contig00095","f","255475",8
"ko\:K00001\:contig00095","K00001","contig00095","g","182269",8
"ko\:K00001\:contig00095","K00001","contig00095","s","182270",4
"ko\:K00001\:contig00096","K00001","contig00096","k","2",100
"ko\:K00001\:contig00096","K00001","contig00096","p","1239",48
"ko\:K00001\:contig00096","K00001","contig00096","c","186801",48
"ko\:K00001\:contig00096","K00001","contig00096","o","68295",38
"ko\:K00001\:contig00096","K00001","contig00096","f","543371",33
"ko\:K00001\:contig00096","K00001","contig00096","g","44000",33
"ko\:K00001\:contig00096","K00001","contig00096","s","301953",5
"ko\:K00001\:contig00097","K00001","contig00097","k","2",100
"ko\:K00001\:contig00097","K00001","contig00097","p","201174",60
"ko\:K00001\:contig00097","K00001","contig00097","c","1760",60
"ko\:K00001\:contig00097","K00001","contig00097","o","2037",60
"ko\:K00001\:contig00097","K00001","contig00097","f","2062",52
"ko\:K00001\:contig00097","K00001","contig00097","g","1883",52
"ko\:K00001\:contig00097","K00001","contig00097","s","1464011",4
"ko\:K00001\:contig00098","K00001","contig00098","k","2",100
"ko\:K00001\:contig00098","K00001","contig00098","p","1224",92
"ko\:K00001\:contig00098","K00001","contig00098","c","28211",48
"ko\:K00001\:contig00098","K00001","contig00098","o","356",32
"ko\:K00001\:contig00098","K00001","contig00098","f","82115",24
"ko\:K00001\:contig00098","K00001","contig00098","g","357",12
"ko\:K00001\:contig00098","K00001","contig00098","s","1183400",8
"ko\:K00001\:contig00098","K00001","contig00098","s","1176649",4
"ko\:K00001\:contig00099","K00001","contig00099","k","2",100
"ko\:K00001\:contig00099","K00001","contig00099","p","201174",100
"ko\:K00001\:contig00099","K00001","contig00099","c","1760",100
"ko\:K00001\:contig00099","K00001","contig00099","o","2037",33
"ko\:K00001\:contig00099","K00001","contig00099","f","1762",33
"ko\:K00001\:contig00099","K00001","contig00099","g","1763",33
"ko\:K00001\:contig00099","K00001","contig00099","s","164757",17
"ko\:K00001\:contig00100","K00001","contig00100","k","2",100
"ko\:K00001\:contig00100","K00001","contig00100","p","201174",100
"ko\:K00001\:contig00100","K00001","contig00100","c","1760",100
"ko\:K00001\:contig00100","K00001","contig00100","o","2037",100
"ko\:K00001\:contig00100","K00001","contig00100","f","1762",100
"ko\:K00001\:contig00100","K00001","contig00100","g","1763",100
